Guildford Borough Council - Business Rates information as at 1 April 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This file contains information on rateable values, charges, reliefs and ratepayers as at 1 April 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For additional information please see https://www.guildford.gov.uk/businessrates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Place Ref,Property Addr 1,Property Addr 2,Property Addr 3,Property Addr 4,Property Addr 5,Property Post Code,Property Description,31/03/2017 Rateable Value,31/03/2023 Rateable Value,Current Rateable Value,Annual Charge,Transitional Reduction,Empty (Y/N) or Not Available (N/A),Date Fell Empty,Empty Exemption,Small Business Rate Relief (Y/N),Mandatory Relief (Y/N),Mandatory Relief %,Discretionary Relief (Y/N),Discretionary Relief %,Rural Rate Relief Y/N,Supporting Small Business Relief,Retail Discount Y/N,Name,Correspondence Addr 1,Correspondence Addr 2,Correspondence Addr 3,Correspondence Addr 4,Correspondence Addr 5,Correspondence Post Code
161120270,Bowls Club,Binton Lane,Seale,Farnham,Surrey,GU10 1LG,BOWLS CLUB,"1,650","1,650","1,450",723.55,0.00,N,,,Y,N,0,N,0,N,N,N,Seale & Sands Bowls Club,Bowls Club,Binton Lane,Seale,Farnham,Surrey,GU10 1LG
161180101,Farnham Golf Club,Blighton Lane,Seale,Farnham,Surrey,GU10 1PX,GOLF COURSE AND PREMISES,"93,500","72,500","105,000","57,330.00",0.00,N,,,N,N,0,N,0,N,N,Y,Farnham Golf Club Limited,Farnham Golf Club,Blighton Lane,Seale,Farnham,Surrey,GU10 1PX
161480040,Seale And Sands British Legion,The Green,The Sands,Farnham,Surrey,GU10 1LL,CLUB AND PREMISES,"7,000","5,800","7,000","3,342.80",150.20,N,,,N,Y,80,N,0,N,N,Y,British Legion Seale & Sands Ltd,,,,,,
161480101,The Attic at,The Sands Room,The Green,Seale,Farnham Surrey,GU10 1LL,OFFICES AND PREMISES,,157,520,90.49,168.99,N,,,N,Y,80,N,0,N,N,N,The Sands Room,,,,,,
161480102,The Sands Room,The Green,Seale,Farnham,Surrey,GU10 1LL,HALL AND PREMISES,,"1,250","2,300",720.43,427.27,N,,,N,Y,80,N,0,N,N,N,The Sands Room,,,,,,
161660291,Barley Mow,Littleworth Road,Seale,Farnham,Surrey,GU10 1NE,PUBLIC HOUSE AND PREMISES,"14,400","9,200","6,400","3,193.60",0.00,Y,29/03/2024,,N,N,0,N,0,N,N,N,Stonegate Pub Company Ltd,3 Monkspath Hall Road,Solihull,,,,B90 4SJ
161900121,Sandy Farm Offices,Sands Road,Seale,Farnham,,GU10 1PX,OFFICES AND PREMISES,"135,000","163,000","234,000","127,764.00",0.00,N/A,,,N,N,0,N,0,N,N,N,,,,,,,
161960130,Village Hall,School Hill,Seale,Farnham,Surrey,GU10 1HY,HALL AND PREMISES,"3,700","3,700","7,400","2,132.48","1,560.12",N,,,N,Y,80,N,0,N,N,Y,The Treasurer Of Seale Village Hall,,,,,,
162020341,Alan Bettin (Holdings) Ltd,Seale Lane,Seale,Farnham,Surrey,GU10 1LD,WORKSHOP AND PREMISES,"13,750","13,750","16,000","7,924.74",59.26,N/A,,,N,N,0,N,0,N,N,N,,,,,,,
162020661,Seale Rose Gardens,Seale Lane,Seale,Farnham,Surrey,GU10 1LD,GARDEN CENTRE AND PREMISES,"5,100","4,700","4,700","2,345.30",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
162020662,The Woodyard,Seale Lane,Seale,Farnham,Surrey,GU10 1LD,STORE AND PREMISES,"4,350","6,900","12,250","3,976.79","2,135.96",N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
162020680,Seale Recreation Ground,Seale Lane,Seale,Farnham,Surrey,GU10 1LD,FOOTBALL GROUND AND PREMISES,950,950,"1,450",547.53,176.02,N,,,N,Y,80,N,0,N,N,N,Seale Parish Council,,,,,,
162020704,Land @ Seale Lodge Landfill (Seale Power),Seale Lane,Seale,Farnham,Surrey,GU10 1JZ,ELECTRICITY GENERATING PLANT AND PREMISES,"13,500","6,300","5,200","2,594.80",0.00,N,,,N,N,0,N,0,N,N,N,Suez Recycling and Recovery Southern Ltd,Suez House,Grenfell Road,Maidenhead,Berkshire,,SL6 1ES
162320032,Linden Place,Wood Lane,Seale,Farnham,Surrey,GU10 1HS,OFFICES AND PREMISES,"6,200","11,250","12,000","5,988.00",0.00,N,,,Y,N,0,N,0,N,N,N,Ian Johnson Associates Ltd,Walnut Tree Cottage,Wood Lane,Seale,Farnham,Surrey,GU10 1HS
162320111,The Coffee Shop,"Ground Floor, Unit 1 Manor Farm Craft Centre",Wood Lane,Seale,Farnham Surrey,GU10 1HR,RESTAURANT AND PREMISES,"1,825","4,200","4,200","2,095.80",0.00,N,,,Y,N,0,N,0,N,N,N,Manor Farm Tea Room Ltd,The Coffee Shop,Ground Floor Unit 1 Manor Farm Craft Centre,Wood Lane,Seale,Farnham Surrey,GU10 1HR
162320112,Seale Craft Shop,"Unit 2, Manor Farm Craft Centre",Wood Lane,Seale,Farnham Surrey,GU10 1HR,SHOP AND PREMISES,"1,150","1,500","1,600",798.40,0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
162320150,First Floor,"Unit 2, Manor Farm Craft Centre",Wood Lane,Seale,Farnham Surrey,GU10 1HR,SHOP AND PREMISES,680,890,960,479.04,0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
162320151,Units 3 to 5 Manor Farm Craft Centre,Wood Lane,Seale,Farnham,Surrey,GU10 1HR,WORKSHOP AND PREMISES,"5,200","5,200","5,600","2,794.40",0.00,N,,,Y,N,0,N,0,N,N,N,Clarity Fitness Ltd,33 Cypress Grove,Ash Vale,Guildford,Surrey,,GU12 5QN
162320152,Unit 6 Manor Farm Craft Centre,Wood Lane,Seale,Farnham,Surrey,GU10 1HR,WORKSHOP AND PREMISES,"1,925","1,925","2,050","1,022.95",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
162380040,Stonehill Transmitting Station,Smugglers Way,Seale,Farnham,,GU10 1NB,COMMUNICATION STATION AND PREMISES,"17,250","20,000","25,750","12,849.25",0.00,N,,,N,N,0,N,0,N,N,N,Shared Access Limited,Navigation House,The Shipyard,Bath Road,Lymington,Hampshire,SO41 3YJ
172510010,Euro Garages Services Station,Blackwater Valley Road,Tongham,Farnham,Surrey,GU10 1FP,PETROL FILLING STATION AND PREMISES,,"197,000","210,000","114,660.00",0.00,N,,,N,N,0,N,0,N,N,N,Euro Garages Ltd,,,,,,
172610010,St Pauls C of E Infant School,"Southside, The Cardinals",Tongham,Farnham,,GU10 1EH,SCHOOL AND PREMISES,"17,000","25,500","28,750","14,346.25",0.00,N,,,N,N,0,N,0,N,N,N,Surrey County Council,,,,,,
172610012,TEYP Day Care Centre @ St Pauls C of E Infant School,South Side,The Cardinals,Tongham,Farnham Surrey,GU10 1EH,DAY NURSERY AND PREMISES,"13,000","21,500","21,250","10,603.75",0.00,N,,,N,N,0,N,0,N,N,N,Nurturing Childcare Ltd,Suite 3 Wentworth Lodge,Great North Road,Welwyn Garden City,Hertfordshire,,AL8 7SR
172710081,Independent Distribution Network Operator ESPE032351,Georges Yard,Tongham,Farnham,Surrey,GU10 1FW,Independent Distribution Network Operator,,54,72,31.13,4.80,N,,,N,N,0,N,0,N,N,N,ESP Electricity Ltd,1st Floor Bluebird House,Mole Business Park,Leatherhead,Surrey,,KT22 7BA
172730014,The Kilns,Grange Road,Tongham,Farnham,Surrey,GU10 1DJ,OFFICES AND PREMISES,"20,250","26,250","30,750","15,344.25",0.00,N,,,N,N,0,N,0,N,N,Y,Adventure Lifesigns Limited,The Kilns,Grange Road,Tongham,Farnham,Surrey,GU10 1DJ
172730015,"The Malthouse, Grange Court",Grange Road,Tongham,Farnham,Surrey,GU10 1DW,OFFICES AND PREMISES,"15,250","18,250","21,250","10,603.75",0.00,N,,,N,N,0,N,0,N,N,N,Stemmer Imaging Ltd,The Old Barn,Grange Court,Grange Road,Tongham,Farnham,GU10 1DN
172730022,"1,2,4 & 5 The Granary","Grange Court, Grange Road",Tongham,Farnham,,GU10 1DN,OFFICES AND PREMISES,"48,500","42,500","50,000","24,950.00",0.00,N,,,N,N,0,N,0,N,N,N,Damarel System International Ltd,1-6 The Granary,Grange Court,Grange Road,Tongham,,GU10 1DN
172730023,"The Forge, Grange Court",Grange Road,Tongham,Farnham,Surrey,GU10 1DN,OFFICES AND PREMISES,"30,000","30,000","35,000","17,465.00",0.00,N,,,N,N,0,N,0,N,N,N,True Adventure Ltd,The Forge Grange Court,Grange Road,Tongham,Farnham,Surrey,GU10 1DN
172730024,"The Old Barn, Grange Court",Grange Road,Tongham,Farnham,Surrey,GU10 1DN,OFFICES AND PREMISES,"45,500","41,500","48,750","24,326.25",0.00,N,,,N,N,0,N,0,N,N,N,Stemmer Imaging Ltd,The Old Barn,Grange Court,Grange Road,Tongham,Farnham,GU10 1DN
172730026,Unit 1,The Old Coach House,Grange Road,Tongham,Farnham Surrey,GU10 1DN,OFFICES AND PREMISES,,"4,600","5,400","2,651.19",43.41,N,,,Y,N,0,N,0,N,N,N,Office 2 Interiors Ltd,Unit 1,The Old Coach House,Grange Road,Tongham,Farnham Surrey,GU10 1DN
172730027,Unit 2,The Old Coach House,Grange Road,Tongham,Farnham Surrey,GU10 1DN,OFFICES AND PREMISES,,"8,500","10,000","4,898.94",91.06,N,,,Y,N,0,N,0,N,N,N,Oasis Electrics Ltd,Unit 2,The Old Coach House,Grange Road,Tongham,Farnham Surrey,GU10 1DN
172730028,Unit 3,The Old Coach House,Grange Road,Tongham,Farnham Surrey,GU10 1DW,OFFICES AND PREMISES,,"8,500","10,000","4,898.94",91.06,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
172730029,Unit 4,The Old Coach House,Grange Road,Tongham,Farnham Surrey,GU10 1DN,OFFICES AND PREMISES,,"7,500","8,800","4,322.59",68.61,N,,,Y,N,0,N,0,N,N,N,NBC Construction Ltd,Unit 4,The Old Coach House,Grange Road,Tongham,Farnham Surrey,GU10 1DN
172730044,Unit 3 The Granary,Grange Court,Grange Road,Tongham,Farnham Surrey,GU10 1DW,OFFICES AND PREMISES,,"14,500","17,250","8,357.01",250.74,N,,,N,N,0,N,0,N,Y,N,Osteopathealthcare Limited,Unit 3 The Granary,Grange Court,Grange Road,Tongham,Farnham Surrey,GU10 1DW
172730045,Unit 6 The Granary,Grange Court,Grange Road,Tongham,Farnham Surrey,GU10 1DW,OFFICES AND PREMISES,,"10,250","12,000","5,907.54",80.46,N,,,Y,N,0,N,0,N,N,N,Embassy Stamps,Unit 6 The Granary,Grange Court,Grange Road,Tongham,Farnham,GU10 1DW
172850211,Cattery at,Talvern Cottage,Hogs Back,Seale,Farnham Surrey,GU10 1LA,CATTERIES AND PREMISES,,"3,050","3,050","1,521.95",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
172850221,Stables Adjacent to Ipsley Lodge,Hogs Back,Seale,Farnham,Surrey,GU10 1LA,STABLES TIMBER AND BRICK BUILT LOOSE BOXES,"2,475","5,700","5,500","2,744.50",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
172850412,Hogs Back Service Station,Hogs Back,Seale,Farnham,Surrey,GU10 1EU,PETROL FILLING STATION AND PREMISES,"118,000","133,000","149,000","81,354.00",0.00,N,,,N,N,0,N,0,N,N,N,Euro Garages Ltd,,,,,,
172850444,Transmitter Mast (10237),Hogs Back Reservoir,Hogs Back,Seale,Farnham Surrey,GU10 1HE,COMMUNICATION STATION AND PREMISES,"3,350","6,100","6,900","3,443.10",0.00,N,,,N,N,0,N,0,N,N,N,Telefonica UK Ltd,Colliers International Rating UK LLP,P O Box 4406,Interface Business Park,Swindon,,SN4 4RQ
172850451,Hogs Back Hotel,Hogs Back,Seale,Farnham,Surrey,GU10 1EX,HOTEL AND PREMISES,"267,000","199,500","145,000","79,170.00",0.00,N,,,N,N,0,N,0,N,N,N,Surya Hotels Ltd t/a The Farnham Hogs Back Hotel,Hogs Back Hotel,Hogs Back,Seale,Farnham,Surrey,GU10 1EX
172850452,Telecommunication Equipment,Hogs Back Hotel,Hogs Back,Seale,Farnham,GU10 1EX,COMMUNICATION STATION AND PREMISES,"14,250","13,000","15,250","7,492.49",117.26,N,,,N,N,0,N,0,N,N,N,Mobile Broadband Network Ltd,Avison Young,PO Box 6079,Wolverhampton,,,WV1 9RA
173030091,9 Manor Road,Tongham,Farnham,Surrey,,GU10 1BL,VETERINARY SURGERY AND PREMISES,"6,200","9,200","12,250","5,302.37",810.38,Y,21/12/2023,,N,N,0,N,0,N,N,N,,,,,,,
173090171,Tongham Bowling Club,The Moors,Tongham,Farnham,Surrey,GU10 1AQ,BOWLS CLUB AND PREMISES,"2,425","2,425","2,225","1,110.28",0.00,N,,,Y,N,0,N,0,N,N,N,Tongham Bowling Club,,,,,,
173330171,Cricketers,Oxenden Road,Tongham,Farnham,Surrey,GU10 1AF,PUBLIC HOUSE AND PREMISES,"17,800","18,300","7,100","3,542.90",0.00,N/A,,,N,N,0,N,0,N,N,Y,,,,,,,
173390022,2-4 Poyle Road,Tongham,Farnham,Surrey,,GU10 1AF,WORKSHOP AND PREMISES,"19,500","19,500","22,000","10,978.00",0.00,N,,,N,N,0,N,0,N,N,N,D & M Engineering Ltd,2-4 Poyle Road,Tongham,Farnham,Surrey,,GU10 1DS
173390501,Office at R/o,50 Poyle Road,Tongham,Farnham,Surrey,GU10 1DU,OFFICES AND PREMISES,"1,100","2,550","2,900","1,447.10",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
173391321,Cars Sales At Poyle Park Cottage,Poyle Road,Tongham,Farnham,Surrey,GU10 1BS,STORE AND PREMISES,"5,400","5,600","7,900","3,227.53",714.57,Y,01/04/2023,,N,N,0,N,0,N,N,N,,,,,,,
173391361,Livery Yard at Poyle Farm,Poyle Road,Tongham,Farnham,Surrey,GU10 1BS,LIVERY STABLES,"3,100","7,300","6,400","3,193.60",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
173391363,Unit 1,Poyle Farm,Poyle Road,Tongham,Farnham Surrey,GU10 1BS,WAREHOUSE AND PREMISES,"6,700","6,700","7,200","3,592.80",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
173391366,Unit 2,Poyle Farm,Poyle Road,Tongham,Farnham Surrey,GU10 1BS,WAREHOUSE AND PREMISES,"6,800","6,800","7,300","3,642.70",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
173391367,Unit 3,Poyle Farm,Poyle Road,Tongham,Farnham Surrey,GU10 1BS,WAREHOUSE AND PREMISES,"10,750","10,750","11,750","5,863.25",0.00,N/A,,,N,N,0,N,0,N,N,N,,,,,,,
173391368,Office 1,Poyle Farm,Poyle Road,Tongham,Farnham Surrey,GU10 1BS,OFFICES AND PREMISES,"1,400","1,400","1,500",748.50,0.00,N/A,,,N,N,0,N,0,N,N,N,,,,,,,
173391369,Office 2,Poyle Farm,Poyle Road,Tongham,Farnham Surrey,GU10 1BS,OFFICES AND PREMISES,"2,900","2,900","3,150","1,571.85",0.00,N,,,Y,N,0,N,0,N,N,N,Floormidable Limited,Office 2,Poyle Farm,Poyle Road,Tongham,Farnham Surrey,GU10 1BS
173391420,Tongham Scouts,Poyle Road,Tongham,Farnham,Surrey,GU10 1DS,SCOUT HUT AND PREMISES,"1,750","1,750","2,050","1,008.60",14.35,N,,,N,Y,80,N,0,N,N,N,Fourth Farnham (Tongham) Scout Group,Treasurer 4th Farnham (Tongham) Scouts,Scout HQ,Poyle Road,Tongham,Surrey,GU10 1DX
173391421,Community Centre,Poyle Road Recreation Ground,Poyle Road,Tongham,Farnham Surrey,GU10 1AF,CLUB HOUSE AND PREMISES,"8,500","8,500","8,500","4,241.50",0.00,N,,,N,Y,80,N,0,N,N,Y,Tongham Community Association,Community Centre,Poyle Road Recreation Ground,Poyle Road,Tongham,Farnham Surrey,GU10 1AF
173570650,65 The Street,Tongham,Farnham,Surrey,,GU10 1DD,WAREHOUSE AND PREMISES,"1,550","1,550","1,675",835.83,0.00,N/A,,,N,N,0,N,0,N,N,N,,,,,,,
173570750,75 The Street,Tongham,Farnham,Surrey,,GU10 1DD,HALL AND PREMISES,"2,350","2,350","3,900","1,354.41",591.69,N,,,N,Y,80,N,0,N,N,Y,Tongham Village Hall Committee,,,,,,
173570781,R/O,78 The Street,Tongham,Farnham,Surrey,GU10 1AA,WORKSHOP AND PREMISES,"8,500","8,500","9,200","4,590.80",0.00,N,,,Y,N,0,N,0,N,N,N,Anglia Transformers Ltd,R/O 78 The Street,Tongham,Farnham,Surrey,,GU10 1AA
173570782,78 The Street,Tongham,Farnham,Surrey,,GU10 1AA,RESTAURANT AND PREMISES,"4,750","4,750","6,400","2,737.64",455.96,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
173570801,80 The Street,Tongham,Farnham,Surrey,,GU10 1DD,SHOP AND PREMISES,"4,150","4,150","5,600","2,391.83",402.57,N/A,,,N,Y,100,N,0,Y,N,N,,,,,,,
173570821,82 The Street,Tongham,Farnham,Surrey,,GU10 1AA,SHOP AND PREMISES,"3,850","3,850","5,200","2,218.93",375.87,N,,,Y,N,0,N,0,N,N,N,Tongham Curry House Ltd,82 The Street,Tongham,Farnham,Surrey,,GU10 1AA
173570840,84 The Street,Tongham,Farnham,Surrey,,GU10 1AA,SHOP AND PREMISES,"5,000","5,000","6,800","2,881.73",511.47,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
173570841,84 The Street Rear,Tongham,Farnham,Surrey,,GU10 1AA,WORKSHOP AND PREMISES,"3,300","3,300","3,550","1,771.45",0.00,N/A,,,N,N,0,N,0,N,N,N,,,,,,,
173570842,Workshop R/o,84 The Street,Tongham,Farnham,Surrey,GU10 1AA,WORKSHOP AND PREMISES,"5,300","5,300","5,700","2,844.30",0.00,N,,,Y,N,0,N,0,N,N,N,Anglia Controls Ltd,,,,,,
173570860,86 The Street,Tongham,Farnham,Surrey,,GU10 1AA,SHOP,"2,400","2,400","3,200","1,383.23",213.57,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
173570882,88\90 The Street,Tongham,Farnham,Surrey,,GU10 1AA,SHOP AND PREMISES,"14,750","14,750","19,500","8,501.09","1,229.41",N/A,,,N,N,0,N,0,N,N,Y,,,,,,,
173570920,92 The Street,Tongham,Farnham,Surrey,,GU10 1AA,SHOWROOM AND PREMISES,"12,000","12,000","13,250","6,611.75",0.00,N,,,Y,N,0,N,0,N,Y,N,Hogs Back Associates Ltd,92 The Street,Tongham,Farnham,Surrey,,GU10 1AA
173571221,White Hart,76 The Street,Tongham,Farnham,Surrey,GU10 1DH,PUBLIC HOUSE AND PREMISES,"15,750","32,900","23,500","11,726.50",0.00,N/A,,,N,N,0,N,0,N,N,N,,,,,,,
173571222,Independent Distribution Network Operator,The Street,Tongham,Farnham,Surrey,GU10 1DH,Independent Distribution Network Operator,,520,830,299.70,114.47,N,,,N,N,0,N,0,N,N,N,The Electricity Network Company Ltd,Avison Young,P O Box 6079,Wolverhampton,,,WV1 9RA
173571246,"Unit 6, Manor Farm",The Street,Tongham,Farnham,Surrey,GU10 1DE,STORE AND PREMISES,"9,000","10,750","11,750","5,863.25",0.00,N,,,N,N,0,N,0,N,N,N,Hogs Back Brewery Ltd,Unit 1 Manor Farm Business Centre,The Street,Tongham,Farnham,Surrey,GU10 1DD
173571251,"Unit 8, Manor Fm Business Ctre",The Street,Tongham,Farnham,Surrey,GU10 1DD,STORE AND PREMISES,"5,500","6,000","6,800","3,393.20",0.00,Y,12/10/2022,6 months,N,N,0,N,0,N,N,N,Hogs Back Brewery Ltd,Unit 1 Manor Farm Business Centre,The Street,Tongham,Farnham,Surrey,GU10 1DD
173571252,Unit 7 Manor Farm,The Street,Tongham,Farnham,Surrey,GU10 1DD,"WORKSHOP, WORKSHOP AND PREMISES","7,100","8,400","10,000","4,841.30",148.70,N,,,Y,N,0,N,0,N,N,N,Morganic Solutions Ltd,Unit 7 Manor Farm,The Street,Tongham,Farnham,,GU10 1DD
173571253,FF Store at Unit 7 Manor Farm,The Street,Tongham,Farnham,Surrey,GU10 1DD,STORE AND PREMISES,500,620,700,349.30,0.00,N,,,N,N,0,N,0,N,N,N,Morganic Solutions Ltd,Unit 7 Manor Farm,The Street,Tongham,Farnham,,GU10 1DD
173571254,Hogs Back Brewery,Units 1 To 4 Manor Fm Business Ctre,The Street,Tongham,Farnham Surrey,GU10 1DD,BREWERY AND PREMISES,"37,000","37,000","41,000","20,459.00",0.00,N,,,N,N,0,N,0,N,N,Y,Hogs Back Brewery Ltd,Unit 1 Manor Farm Business Centre,The Street,Tongham,Farnham,Surrey,GU10 1DD
173571255,Unit 5 Left,Manor Farm Business Centre,The Street,Tongham,Farnham Surrey,GU10 1DD,Warehouse and Premises,,"10,000","11,000","5,489.00",0.00,N,,,Y,N,0,N,0,N,N,N,GM FiT,Unit 5 Left,Manor Farm Business Centre,The Street,Tongham,Farnham Surrey,GU10 1DD
173571256,Unit 5 Right,Manor Farm Business Centre,The Street,Tongham,Farnham Surrey,GU10 1DD,Warehouse and Premises,,"11,750","13,000","6,487.00",0.00,Y,17/10/2022,6 months,N,N,0,N,0,N,N,N,Hogs Back Brewery Ltd,Unit 1 Manor Farm Business Centre,The Street,Tongham,Farnham,Surrey,GU10 1DD
173571260,Tongham Ambulance Station,The Street,Tongham,Farnham,Surrey,GU10 1EP,AMBULANCE STATION AND PREMISES,"34,750","33,500","37,750","18,837.25",0.00,N,,,N,N,0,N,0,N,N,N,South East Coast Ambulance Service NHS Trust,RYD Payables 6635,Phoenix House,Topcliffe Lane,Wakefield,,WF3 1WE
173800011,White Lane Farm,White Lane,Tongham,Farnham,Surrey,GU10 1BB,WAREHOUSE AND PREMISES,"15,000","15,000","17,750","8,645.18",212.07,N,,,N,N,0,N,0,N,N,N,Kitchenpod Ltd,Box 123,14 London Road,Guildford,Surrey,,GU1 2AG
186620081,Office @ Bellspar,Bush Lane,Send,Woking,Surrey,GU23 7HP,OFFICES AND PREMISES,790,"1,825","2,100","1,047.90",0.00,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
186950010,The Freeman Building,1 Galileo Drive,Send,Woking,Surrey,GU23 7ER,WORKSHOP AND PREMISES,,"705,000","1,050,000","573,300.00",0.00,N,,,N,N,0,N,0,N,N,N,Vision Engineering Ltd,The Freeman Building,1 Galileo Drive,Send,Woking,Surrey,GU23 7ER
187640061,Trackspeed House,London Road,Send,Woking,Surrey,GU23 6HB,CAR SHOWROOM AND PREMISES,"71,500","78,000","110,000","60,060.00",0.00,N,,,N,N,0,N,0,N,N,N,HR Owen plc,Trackspeed House,Portsmouth Road,Send,Woking,Surrey,GU23 6HB
187640121,Burnt Common Auction Rooms,London Road,Send,Woking,Surrey,GU23 7LN,WAREHOUSE AND PREMISES,"21,750","21,750","23,750","11,851.25",0.00,N,,,N,N,0,N,0,N,N,Y,Ewbanks LLP,Burnt Common Auction Rooms,London Road,Send,Woking,Surrey,GU23 7LN
187640156,Land @ Burnt Common Distribution Centre,London Road,Send,Woking,Surrey,GU23 6HD,LAND USED FOR STORAGE AND PREMISES,"5,900","12,500","16,250","7,204.32",904.43,N,,,N,N,0,N,0,N,N,N,Brickability Limited,South Road,Bridgend Industrial Estate,Bridgend,Mid Glamorgan,,CF31 3XG
187640194,Unit A,Burnt Common Warehouse,London Road,Send,Woking Surrey,GU23 7LN,WAREHOUSE AND PREMISES,,"135,000","163,000","88,998.00",0.00,N,,,N,N,0,N,0,N,N,N,Brickability Limited,South Road,Bridgend Industrial Estate,Bridgend,Mid Glamorgan,,CF31 3XG
187640196,Unit B,Burnt Common Warehouse,London Road,Send,Woking Surrey,GU23 7LN,WAREHOUSE AND PREMISES,,"122,000","145,000","79,170.00",0.00,N,,,N,N,0,N,0,N,N,N,Realise Live Limited,Flat 1,76 Epsom Road,Guildford,Surrey,,GU1 2BX
187640197,Unit C,Burnt Common Warehouse,London Road,Send,Woking Surrey,GU23 7LN,WAREHOUSE AND PREMISES,,"75,500","87,000","47,502.00",0.00,N,,,N,N,0,N,0,N,N,N,ERS Transition - Trading as Emed Group Ltd,1 Whitehouse Street,Hunslet,Leeds,,,LS10 1AD
187640203,Connaught House,London Road,Send,Woking,Surrey,GU23 7JY,OFFICES AND PREMISES,,"250,000","355,000","193,830.00",0.00,N,,,N,N,0,N,0,N,N,N,Berkeley Group Plc,Connaught House,Portsmouth Road,Send,Woking,,GU23 7JY
187640300,Plumb Center,London Road,Send,Woking,,GU23 6HB,WAREHOUSE AND PREMISES,"84,500","84,500","93,500","51,051.00",0.00,N,,,N,N,0,N,0,N,N,N,Wolseley UK Ltd,,,,,,
188120030,At Papercourt Lock,Papercourt Lane,Ripley,Woking,Surrey,GU23 7ES,LAND USED FOR STORAGE AND PREMISES,580,750,"1,375",432.26,253.87,N/A,,,N,N,0,N,0,N,N,N,,,,,,,
188120040,At Papercourt Lock,Papercourt Lane,Ripley,Woking,Surrey,GU23 7ES,LAND USED FOR STORAGE AND PREMISES,665,800,"1,375",461.08,225.05,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
188120050,At Papercourt Lock,Papercourt Lane,Ripley,Woking,Surrey,GU23 6DS,LAND USED FOR STORAGE AND PREMISES,580,750,"1,375",432.26,253.87,N/A,,,Y,N,0,N,0,N,N,N,,,,,,,
188240045,Unit A Rio Works,Polesden Lane,Ripley,Woking,Surrey,GU23 6JX,WAREHOUSE AND PREMISES,"18,000","18,000","18,750","9,356.25",0.00,N,,,N,N,0,N,0,N,N,N,Tyrrell Services Limited,Unit A Rio Works,Polesden Lane,Ripley,Woking,Surrey,GU23 6JX
188240047,Unit B Rio Works,Polesdon Lane,Ripley,Woking,Surrey,GU23 6JX,WAREHOUSE AND PREMISES,"18,500","18,500","19,250","9,605.75",0.00,N,,,N,N,0,N,0,N,N,Y,Smart Automotive Specialists Ltd,Unit B Rio Works,Polesdon Lane,Ripley,Woking,Surrey,GU23 6JX
188240048,Unit C Rio Works,Polesdon Lane,Ripley,Woking,Surrey,GU23 6JX,WAREHOUSE AND PREMISES,"17,500","17,500","18,500","9,231.50",0.00,N,,,N,N,0,N,0,N,N,Y,Smart Automotive Specialists Ltd,Unit B Rio Works,Polesdon Lane,Ripley,Woking,Surrey,GU23 6JX
188240063,Car Space 1 re Grd Flr & 1st Flr LHS,Unit E Rio Works,Polesden Lane,Ripley,Woking Surrey,GU23 6JX,CAR PARKING SPACE AND PREMISES,250,250,250,124.75,0.00,N,,,N,N,0,N,0,N,N,N,M I H Ltd,Ground Floor,Unit E Rio Works,Polesdon Lane,Ripley,Woking,GU23 6JX
188240064,Car Spaces 2-3 re 1st Flr RHS,Unit E Rio Works,Polesden Lane,Ripley,Woking Surrey,GU23 6JX,CAR PARKING SPACE AND PREMISES,500,500,500,249.50,0.00,N,,,N,N,0,N,0,N,N,N,M I H Ltd,Ground Floor,Unit E Rio Works,Polesdon Lane,Ripley,Woking,GU23 6JX
188240065,Grd Flr Unit E,Rio Works,Polesden Lane,Ripley,Woking Surrey,GU23 6JX,WAREHOUSE AND PREMISES,,"10,000","10,500","5,239.50",0.00,N,,,Y,N,0,N,0,N,N,N,M I H Ltd,Ground Floor,Unit E Rio Works,Polesdon Lane,Ripley,Woking,GU23 6JX
